date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:36	29644/29644	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2012:09:48%20GMT	https://apuestapro.xyz/wp-content/uploads/Tu-Guia-Experta-en-Apuestas-Deportivas.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Tu-Guia-Experta-en-Apuestas-Deportivas.webp	(from https://apuestapro.xyz/)
15:42:36	17188/17188	---M--	200	added ('OK')	font/woff2	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-400.woff2	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-400.woff2	(from https://apuestapro.xyz/)
15:42:36	21816/21816	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-400.woff	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-400.woff	(from https://apuestapro.xyz/)
15:42:36	17204/17204	---M--	200	added ('OK')	font/woff2	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-700.woff2	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-700.woff2	(from https://apuestapro.xyz/)
15:42:36	21984/21984	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-700.woff	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/rubik-700.woff	(from https://apuestapro.xyz/)
15:42:37	7840/7840	---M--	200	added ('OK')	font/woff2	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-300.woff2	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-300.woff2	(from https://apuestapro.xyz/)
15:42:37	10500/10500	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-300.woff	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-300.woff	(from https://apuestapro.xyz/)
15:42:37	7816/7816	---M--	200	added ('OK')	font/woff2	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-700.woff2	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-700.woff2	(from https://apuestapro.xyz/)
15:42:37	10436/10436	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-700.woff	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/fonts/poppins-700.woff	(from https://apuestapro.xyz/)
15:42:38	1262/1262	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2009:21:10%20GMT	https://apuestapro.xyz/wp-content/uploads/cropped-favicon-32x32.png	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/cropped-favicon-32x32.png	(from https://apuestapro.xyz/)
15:42:38	7461/7461	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2009:21:10%20GMT	https://apuestapro.xyz/wp-content/uploads/cropped-favicon-192x192.png	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/cropped-favicon-192x192.png	(from https://apuestapro.xyz/)
15:42:38	7010/7010	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2009:21:10%20GMT	https://apuestapro.xyz/wp-content/uploads/cropped-favicon-180x180.png	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/cropped-favicon-180x180.png	(from https://apuestapro.xyz/)
15:42:38	6720/6720	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Aug%202024%2008:54:26%20GMT	https://apuestapro.xyz/wp-content/uploads/apuestapro.xyz_.png	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/apuestapro.xyz_.png	(from https://apuestapro.xyz/)
15:42:39	2580/2580	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2010:00:40%20GMT	https://apuestapro.xyz/wp-content/uploads/Bet365.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Bet365.webp	(from https://apuestapro.xyz/)
15:42:39	2198/2198	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2011:54:41%20GMT	https://apuestapro.xyz/wp-content/uploads/Codere.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Codere.webp	(from https://apuestapro.xyz/)
15:42:39	1928/1928	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2011:58:42%20GMT	https://apuestapro.xyz/wp-content/uploads/Betway.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Betway.webp	(from https://apuestapro.xyz/)
15:42:39	40010/40010	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:28%20GMT	https://apuestapro.xyz/casas-de-apuestas/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/casas-de-apuestas/index.html	(from https://apuestapro.xyz/)
15:42:39	4664/4664	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2012:05:31%20GMT	https://apuestapro.xyz/wp-content/uploads/William-Hill.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/William-Hill.webp	(from https://apuestapro.xyz/)
15:42:39	2062/2062	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2012:00:19%20GMT	https://apuestapro.xyz/wp-content/uploads/Bwin.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Bwin.webp	(from https://apuestapro.xyz/)
15:42:40	4669/4669	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Aug%202024%2008:52:03%20GMT	https://apuestapro.xyz/wp-content/themes/asap/assets/js/asap.min.js?ver=01170124	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/themes/asap/assets/js/asap.min4e1e.js	(from https://apuestapro.xyz/)
15:42:41	42010/42010	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:30%20GMT	https://apuestapro.xyz/analisis-de-deportes/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/analisis-de-deportes/index.html	(from https://apuestapro.xyz/)
15:42:42	41645/41645	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:29%20GMT	https://apuestapro.xyz/estrategias/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/estrategias/index.html	(from https://apuestapro.xyz/)
15:42:42	41753/41753	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:29%20GMT	https://apuestapro.xyz/tipos-de-apuestas/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/tipos-de-apuestas/index.html	(from https://apuestapro.xyz/)
15:42:42	41870/41870	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:30%20GMT	https://apuestapro.xyz/guias-y-tutoriales/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/guias-y-tutoriales/index.html	(from https://apuestapro.xyz/)
15:42:42	71126/71126	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:31%20GMT	https://apuestapro.xyz/bet365/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/bet365/index.html	(from https://apuestapro.xyz/)
15:42:42	14936/14936	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:57:53%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-funcionan-las-apuestas-de-futuro-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-funcionan-las-apuestas-de-futuro-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:42	70786/70786	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:31%20GMT	https://apuestapro.xyz/codere/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/codere/index.html	(from https://apuestapro.xyz/)
15:42:42	17556/17556	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:01:20%20GMT	https://apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-cada-camino-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-cada-camino-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:43	13342/13342	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:01:42%20GMT	https://apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-prop-de-jugador-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-prop-de-jugador-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:43	70536/70536	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:32%20GMT	https://apuestapro.xyz/betway/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/betway/index.html	(from https://apuestapro.xyz/)
15:42:43	11178/11178	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:01:26%20GMT	https://apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-primer-goleador-en-futbol-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-primer-goleador-en-futbol-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:43	22540/22540	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:01:24%20GMT	https://apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-exoticas-en-deportes-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-exoticas-en-deportes-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:43	14500/14500	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:01:45%20GMT	https://apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-prop-en-eventos-deportivos-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-prop-en-eventos-deportivos-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:44	71225/71225	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:33%20GMT	https://apuestapro.xyz/william-hill/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/william-hill/index.html	(from https://apuestapro.xyz/)
15:42:44	14490/14490	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:57:44%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-funcionan-las-apuestas-de-doble-oportunidad-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-funcionan-las-apuestas-de-doble-oportunidad-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:44	15728/15728	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:01:36%20GMT	https://apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-linea-de-dinero-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Que-son-las-apuestas-de-linea-de-dinero-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:44	11476/11476	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:57:50%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-funcionan-las-apuestas-de-primer-tiempo-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-funcionan-las-apuestas-de-primer-tiempo-400x267.webp	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:44	70256/70256	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:33%20GMT	https://apuestapro.xyz/bwin/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/bwin/index.html	(from https://apuestapro.xyz/)
15:42:45	10524/10524	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:58:48%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-encontrar-y-aprovechar-apuestas-seguras-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-encontrar-y-aprovechar-apuestas-seguras-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:45	58473/58473	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:34%20GMT	https://apuestapro.xyz/politica-privacidad/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/politica-privacidad/index.html	(from https://apuestapro.xyz/)
15:42:45	15526/15526	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:59:57%20GMT	https://apuestapro.xyz/wp-content/uploads/Importancia-del-analisis-de-estadisticas-en-apuestas-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Importancia-del-analisis-de-estadisticas-en-apuestas-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:45	13820/13820	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:57:14%20GMT	https://apuestapro.xyz/wp-content/uploads/Estrategias-para-apuestas-en-hockey-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Estrategias-para-apuestas-en-hockey-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:45	43527/43527	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:34%20GMT	https://apuestapro.xyz/aviso-legal/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/aviso-legal/index.html	(from https://apuestapro.xyz/)
15:42:45	11974/11974	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:56:53%20GMT	https://apuestapro.xyz/wp-content/uploads/Estrategias-para-apuestas-en-futbol-americano-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Estrategias-para-apuestas-en-futbol-americano-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:45	10598/10598	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:57:03%20GMT	https://apuestapro.xyz/wp-content/uploads/Estrategias-efectivas-para-apuestas-en-baloncesto-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Estrategias-efectivas-para-apuestas-en-baloncesto-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:46	13436/13436	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:00:05%20GMT	https://apuestapro.xyz/wp-content/uploads/Estrategias-clave-para-apuestas-deportivas-en-vivo-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Estrategias-clave-para-apuestas-deportivas-en-vivo-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:46	20184/20184	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:58:25%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-apostar-con-exito-en-NBA-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-apostar-con-exito-en-NBA-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:46	9374/9374	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:57:05%20GMT	https://apuestapro.xyz/wp-content/uploads/Estrategias-efectivas-para-apuestas-en-cricket-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Estrategias-efectivas-para-apuestas-en-cricket-400x267.webp	(from https://apuestapro.xyz/estrategias/)
15:42:46	44195/44195	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:35%20GMT	https://apuestapro.xyz/politica-de-cookies/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/politica-de-cookies/index.html	(from https://apuestapro.xyz/)
15:42:47	44337/44337	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:36%20GMT	https://apuestapro.xyz/contacto/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/contacto/index.html	(from https://apuestapro.xyz/)
15:42:48	15266/15266	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:00:17%20GMT	https://apuestapro.xyz/wp-content/uploads/Metodos-para-el-analisis-de-rendimiento-en-deportes-de-motor-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Metodos-para-el-analisis-de-rendimiento-en-deportes-de-motor-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:48	42364/42364	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:37%20GMT	https://apuestapro.xyz/tipos-de-apuestas/page/2/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/tipos-de-apuestas/page/2/index.html	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:48	150562/150562	---MCZ	200	added ('OK')	application/rss+xml	etag:%225232212287c48bb43554f89bf267fb0c%22	https://apuestapro.xyz/tipos-de-apuestas/feed/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/tipos-de-apuestas/feed/index.html	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:48	12776/12776	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:58:45%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-hacer-un-analisis-exhaustivo-de-peleas-de-MMA-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-hacer-un-analisis-exhaustivo-de-peleas-de-MMA-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:48	11766/11766	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:00:36%20GMT	https://apuestapro.xyz/wp-content/uploads/Estrategias-para-el-analisis-de-rendimiento-en-NHL-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Estrategias-para-el-analisis-de-rendimiento-en-NHL-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:48	74635/74635	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:37%20GMT	https://apuestapro.xyz/que-son-las-apuestas-de-cada-camino/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/que-son-las-apuestas-de-cada-camino/index.html	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:49	76391/76391	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:38%20GMT	https://apuestapro.xyz/como-funcionan-las-apuestas-de-futuro/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/como-funcionan-las-apuestas-de-futuro/index.html	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:49	11240/11240	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:58:12%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-analizar-equipos-en-la-NBA-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-analizar-equipos-en-la-NBA-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:49	13560/13560	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:56:57%20GMT	https://apuestapro.xyz/wp-content/uploads/Tecnicas-para-el-analisis-de-partidos-de-cricket-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Tecnicas-para-el-analisis-de-partidos-de-cricket-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:49	11020/11020	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:00:51%20GMT	https://apuestapro.xyz/wp-content/uploads/Herramientas-para-el-analisis-de-rendimiento-en-ciclismo-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Herramientas-para-el-analisis-de-rendimiento-en-ciclismo-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:49	11412/11412	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:58:09%20GMT	https://apuestapro.xyz/wp-content/uploads/Como-analizar-torneos-de-golf-de-manera-efectiva-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Como-analizar-torneos-de-golf-de-manera-efectiva-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:49	71746/71746	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Nov%202024%2020:12:38%20GMT	https://apuestapro.xyz/que-son-las-apuestas-de-prop-de-jugador/	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/que-son-las-apuestas-de-prop-de-jugador/index.html	(from https://apuestapro.xyz/tipos-de-apuestas/)
15:42:50	13176/13176	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2017:00:13%20GMT	https://apuestapro.xyz/wp-content/uploads/Metodos-para-el-analisis-de-jugadores-en-eSports-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Metodos-para-el-analisis-de-jugadores-en-eSports-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
15:42:50	13272/13272	---M--	200	added ('OK')	image/webp	date:Thu,%2001%20Aug%202024%2016:59:54%20GMT	https://apuestapro.xyz/wp-content/uploads/Importancia-del-analisis-de-estadisticas-en-baloncesto-400x267.webp	C:/Users/JesusConsultorio/Desktop/Apuesta/Apuestas/apuestapro.xyz/wp-content/uploads/Importancia-del-analisis-de-estadisticas-en-baloncesto-400x267.webp	(from https://apuestapro.xyz/analisis-de-deportes/)
